axis,series,x,y
0,experiment_1a_baseline_agents.count_50 (n=50),140,10.51
0,experiment_1a_baseline_agents.count_50 (n=50),145,10.46
0,experiment_1a_baseline_agents.count_50 (n=50),150,10.34
0,experiment_1a_baseline_agents.count_50 (n=50),155,10.25
0,experiment_1a_baseline_agents.count_50 (n=50),160,10.23
0,experiment_1a_baseline_agents.count_50 (n=50),165,10.17
0,experiment_1a_baseline_agents.count_50 (n=50),170,10.08
0,experiment_1a_baseline_agents.count_50 (n=50),175,10.04
0,experiment_1a_baseline_agents.count_50 (n=50),180,10.01
0,experiment_1a_baseline_agents.count_50 (n=50),185,9.93
0,experiment_1a_baseline_agents.count_50 (n=50),190,9.9
0,experiment_1a_baseline_agents.count_50 (n=50),195,9.86
0,experiment_1a_baseline_agents.count_50 (n=50),200,9.82
0,experiment_1a_baseline_agents.count_50 (n=50),205,9.76
0,experiment_1a_baseline_agents.count_50 (n=50),210,9.73
0,experiment_1a_baseline_agents.count_50 (n=50),215,9.81
0,experiment_1a_baseline_agents.count_50 (n=50),220,9.76
0,experiment_1a_baseline_agents.count_50 (n=50),225,9.72
0,experiment_1a_baseline_agents.count_50 (n=50),230,9.7
0,experiment_1a_baseline_agents.count_50 (n=50),235,9.65
0,experiment_1a_baseline_agents.count_50 (n=50),240,9.62
0,experiment_1a_baseline_agents.count_50 (n=50),245,9.59
