axis,series,x,y
0,experiment_1a_baseline_agents.count_80 (n=80),170,79
0,experiment_1a_baseline_agents.count_80 (n=80),175,79
0,experiment_1a_baseline_agents.count_80 (n=80),180,79
0,experiment_1a_baseline_agents.count_80 (n=80),185,79
0,experiment_1a_baseline_agents.count_80 (n=80),190,79
0,experiment_1a_baseline_agents.count_80 (n=80),195,79
0,experiment_1a_baseline_agents.count_80 (n=80),200,79
0,experiment_1a_baseline_agents.count_90 (n=90),5,0
0,experiment_1a_baseline_agents.count_90 (n=90),10,0
0,experiment_1a_baseline_agents.count_90 (n=90),15,0
0,experiment_1a_baseline_agents.count_90 (n=90),20,4
0,experiment_1a_baseline_agents.count_90 (n=90),25,9
0,experiment_1a_baseline_agents.count_90 (n=90),30,11
0,experiment_1a_baseline_agents.count_90 (n=90),35,20
0,experiment_1a_baseline_agents.count_90 (n=90),40,31
0,experiment_1a_baseline_agents.count_90 (n=90),45,43
0,experiment_1a_baseline_agents.count_90 (n=90),50,55
0,experiment_1a_baseline_agents.count_90 (n=90),55,61
0,experiment_1a_baseline_agents.count_90 (n=90),60,72
0,experiment_1a_baseline_agents.count_90 (n=90),65,78
0,experiment_1a_baseline_agents.count_100 (n=100),5,0
0,experiment_1a_baseline_agents.count_100 (n=100),10,0
0,experiment_1a_baseline_agents.count_100 (n=100),15,0
0,experiment_1a_baseline_agents.count_100 (n=100),20,5
0,experiment_1a_baseline_agents.count_100 (n=100),25,11
0,experiment_1a_baseline_agents.count_100 (n=100),30,14
0,experiment_1a_baseline_agents.count_100 (n=100),35,19
0,experiment_1a_baseline_agents.count_100 (n=100),40,32
0,experiment_1a_baseline_agents.count_100 (n=100),45,45
0,experiment_1a_baseline_agents.count_100 (n=100),50,56
0,experiment_1a_baseline_agents.count_100 (n=100),55,63
0,experiment_1a_baseline_agents.count_100 (n=100),60,69
0,experiment_1a_baseline_agents.count_100 (n=100),65,74
0,experiment_1a_baseline_agents.count_100 (n=100),70,77
0,experiment_1a_baseline_agents.count_100 (n=100),75,77
0,experiment_1a_baseline_agents.count_100 (n=100),80,78
